2017-12-15-18-27-42    UserID [21]    Transaction Complete 
2017-12-15-18-27-42    UserID [14]    Transaction Complete 
2017-12-15-18-27-43    UserID [39]    Transaction Complete 
2017-12-15-18-27-43    UserID [37]    Transaction Complete 
2017-12-15-18-27-43    UserID [24]    Transaction Complete 
2017-12-15-18-27-43    UserID [34]    Transaction Complete 
2017-12-15-18-27-43    UserID [8]    Transaction Complete 
2017-12-15-18-27-43    UserID [26]    Transaction Complete 
2017-12-15-18-27-43    UserID [36]    Transaction Complete 
2017-12-15-18-27-43    UserID [4]    Transaction Complete 
2017-12-15-18-27-43    UserID [0]    Transaction Complete 
2017-12-15-18-27-43    UserID [1]    Transaction Complete 
2017-12-15-18-27-43    UserID [28]    Transaction Complete 
2017-12-15-18-27-43    UserID [16]    Transaction Complete 
2017-12-15-18-27-43    UserID [22]    Transaction Complete 
2017-12-15-18-27-43    UserID [25]    Transaction Complete 
2017-12-15-18-27-43    UserID [15]    Transaction Complete 
2017-12-15-18-27-43    UserID [17]    Transaction Complete 
2017-12-15-18-27-43    UserID [7]    Transaction Complete 
2017-12-15-18-27-43    UserID [33]    Transaction Complete 
2017-12-15-18-27-43    UserID [3]    Transaction Complete 
2017-12-15-18-27-43    UserID [12]    Transaction Complete 
2017-12-15-18-27-43    UserID [31]    Transaction Complete 
2017-12-15-18-27-43    UserID [30]    Transaction Complete 
2017-12-15-18-27-43    UserID [6]    Transaction Complete 
2017-12-15-18-27-43    UserID [19]    Transaction Complete 
2017-12-15-18-27-43    UserID [2]    Transaction Complete 
2017-12-15-18-27-43    UserID [18]    Transaction Complete 
2017-12-15-18-27-43    UserID [35]    Transaction Complete 
2017-12-15-18-27-43    UserID [23]    Transaction Complete 
2017-12-15-18-27-43    UserID [11]    Transaction Complete 
2017-12-15-18-27-43    UserID [20]    Transaction Complete 
2017-12-15-18-27-43    UserID [10]    Transaction Complete 
2017-12-15-18-27-43    UserID [40]    Transaction Complete 
2017-12-15-18-27-43    UserID [32]    Transaction Complete 
2017-12-15-18-27-43    UserID [27]    Transaction Complete 
2017-12-15-18-27-43    UserID [13]    Transaction Complete 
2017-12-15-18-27-43    UserID [38]    Transaction Complete 
2017-12-15-18-27-43    UserID [9]    Transaction Complete 
2017-12-15-18-27-43    UserID [29]    Transaction Complete 
2017-12-15-18-27-43    UserID [5]    Transaction Complete 
2017-12-15-18-27-43    UserID [14]    Transaction Complete 
2017-12-15-18-27-43    UserID [39]    Transaction Complete 
2017-12-15-18-27-43    UserID [21]    Transaction Complete 
2017-12-15-18-27-43    UserID [24]    Transaction Complete 
2017-12-15-18-27-43    UserID [37]    Transaction Complete 
2017-12-15-18-27-43    UserID [18]    Transaction Complete 
2017-12-15-18-27-43    UserID [25]    Transaction Complete 
2017-12-15-18-27-43    UserID [7]    Transaction Complete 
2017-12-15-18-27-43    UserID [23]    Transaction Complete 
2017-12-15-18-27-43    UserID [4]    Transaction Complete 
2017-12-15-18-27-43    UserID [8]    Transaction Complete 
2017-12-15-18-27-43    UserID [34]    Transaction Complete 
2017-12-15-18-27-43    UserID [35]    Transaction Complete 
2017-12-15-18-27-43    UserID [26]    Transaction Complete 
2017-12-15-18-27-43    UserID [0]    Transaction Complete 
2017-12-15-18-27-44    UserID [15]    Transaction Complete 
2017-12-15-18-27-44    UserID [33]    Transaction Complete 
2017-12-15-18-27-44    UserID [10]    Transaction Complete 
2017-12-15-18-27-44    UserID [32]    Transaction Complete 
2017-12-15-18-27-44    UserID [19]    Transaction Complete 
2017-12-15-18-27-44    UserID [20]    Transaction Complete 
2017-12-15-18-27-44    UserID [30]    Transaction Complete 
2017-12-15-18-27-44    UserID [31]    Transaction Complete 
2017-12-15-18-27-44    UserID [2]    Transaction Complete 
2017-12-15-18-27-44    UserID [36]    Transaction Complete 
2017-12-15-18-27-44    UserID [12]    Transaction Complete 
2017-12-15-18-27-44    UserID [16]    Transaction Complete 
2017-12-15-18-27-44    UserID [28]    Transaction Complete 
2017-12-15-18-27-44    UserID [11]    Transaction Complete 
2017-12-15-18-27-44    UserID [1]    Transaction Complete 
2017-12-15-18-27-44    UserID [17]    Transaction Complete 
2017-12-15-18-27-44    UserID [40]    Transaction Complete 
2017-12-15-18-27-44    UserID [6]    Transaction Complete 
2017-12-15-18-27-44    UserID [22]    Transaction Complete 
2017-12-15-18-27-44    UserID [14]    Transaction Complete 
2017-12-15-18-27-44    UserID [9]    Transaction Complete 
2017-12-15-18-27-44    UserID [27]    Transaction Complete 
2017-12-15-18-27-44    UserID [38]    Transaction Complete 
2017-12-15-18-27-44    UserID [3]    Transaction Complete 
2017-12-15-18-27-44    UserID [5]    Transaction Complete 
2017-12-15-18-27-44    UserID [39]    Transaction Complete 
2017-12-15-18-27-44    UserID [24]    Transaction Complete 
2017-12-15-18-27-44    UserID [23]    Transaction Complete 
2017-12-15-18-27-44    UserID [29]    Transaction Complete 
2017-12-15-18-27-44    UserID [13]    Transaction Complete 
2017-12-15-18-27-44    UserID [21]    Transaction Complete 
2017-12-15-18-27-44    UserID [7]    Transaction Complete 
2017-12-15-18-27-44    UserID [37]    Transaction Complete 
2017-12-15-18-27-44    UserID [36]    Transaction Complete 
2017-12-15-18-27-44    UserID [18]    Transaction Complete 
2017-12-15-18-27-44    UserID [8]    Transaction Complete 
2017-12-15-18-27-44    UserID [33]    Transaction Complete 
2017-12-15-18-27-44    UserID [28]    Transaction Complete 
2017-12-15-18-27-44    UserID [34]    Transaction Complete 
2017-12-15-18-27-44    UserID [30]    Transaction Complete 
2017-12-15-18-27-44    UserID [35]    Transaction Complete 
2017-12-15-18-27-44    UserID [22]    Transaction Complete 
2017-12-15-18-27-44    UserID [14]    Transaction Complete 
2017-12-15-18-27-44    UserID [4]    Transaction Complete 
2017-12-15-18-27-44    UserID [19]    Transaction Complete 
2017-12-15-18-27-44    UserID [20]    Transaction Complete 
2017-12-15-18-27-44    UserID [10]    Transaction Complete 
2017-12-15-18-27-44    UserID [15]    Transaction Complete 
2017-12-15-18-27-45    UserID [12]    Transaction Complete 
2017-12-15-18-27-45    UserID [25]    Transaction Complete 
2017-12-15-18-27-45    UserID [11]    Transaction Complete 
2017-12-15-18-27-45    UserID [38]    Transaction Complete 
2017-12-15-18-27-45    UserID [26]    Transaction Complete 
2017-12-15-18-27-45    UserID [17]    Transaction Complete 
2017-12-15-18-27-45    UserID [0]    Transaction Complete 
2017-12-15-18-27-45    UserID [40]    Transaction Complete 
2017-12-15-18-27-45    UserID [39]    Transaction Complete 
2017-12-15-18-27-45    UserID [27]    Transaction Complete 
2017-12-15-18-27-45    UserID [5]    Transaction Complete 
2017-12-15-18-27-45    UserID [24]    Transaction Complete 
2017-12-15-18-27-45    UserID [1]    Transaction Complete 
2017-12-15-18-27-45    UserID [9]    Transaction Complete 
2017-12-15-18-27-45    UserID [29]    Transaction Complete 
2017-12-15-18-27-45    UserID [31]    Transaction Complete 
2017-12-15-18-27-45    UserID [3]    Transaction Complete 
2017-12-15-18-27-45    UserID [16]    Transaction Complete 
2017-12-15-18-27-45    UserID [6]    Transaction Complete 
2017-12-15-18-27-45    UserID [34]    Transaction Complete 
2017-12-15-18-27-45    UserID [36]    Transaction Complete 
2017-12-15-18-27-45    UserID [7]    Transaction Complete 
2017-12-15-18-27-45    UserID [8]    Transaction Complete 
2017-12-15-18-27-45    UserID [2]    Transaction Complete 
2017-12-15-18-27-45    UserID [30]    Transaction Complete 
2017-12-15-18-27-45    UserID [33]    Transaction Complete 
2017-12-15-18-27-45    UserID [23]    Transaction Complete 
2017-12-15-18-27-45    UserID [32]    Transaction Complete 
2017-12-15-18-27-45    UserID [21]    Transaction Complete 
2017-12-15-18-27-45    UserID [4]    Transaction Complete 
2017-12-15-18-27-45    UserID [13]    Transaction Complete 
2017-12-15-18-27-45    UserID [37]    Transaction Complete 
2017-12-15-18-27-45    UserID [28]    Transaction Complete 
2017-12-15-18-27-45    UserID [18]    Transaction Complete 
2017-12-15-18-27-45    UserID [19]    Transaction Complete 
2017-12-15-18-27-45    UserID [22]    Transaction Complete 
2017-12-15-18-27-45    UserID [12]    Transaction Complete 
2017-12-15-18-27-45    UserID [35]    Transaction Complete 
2017-12-15-18-27-45    UserID [0]    Transaction Complete 
2017-12-15-18-27-45    UserID [5]    Transaction Complete 
2017-12-15-18-27-45    UserID [9]    Transaction Complete 
2017-12-15-18-27-45    UserID [14]    Transaction Complete 
2017-12-15-18-27-45    UserID [20]    Transaction Complete 
2017-12-15-18-27-45    UserID [39]    Transaction Complete 
2017-12-15-18-27-45    UserID [25]    Transaction Complete 
2017-12-15-18-27-45    UserID [40]    Transaction Complete 
2017-12-15-18-27-45    UserID [38]    Transaction Complete 
2017-12-15-18-27-45    UserID [31]    Transaction Complete 
2017-12-15-18-27-45    UserID [26]    Transaction Complete 
2017-12-15-18-27-45    UserID [15]    Transaction Complete 
2017-12-15-18-27-45    UserID [29]    Transaction Complete 
2017-12-15-18-27-45    UserID [36]    Transaction Complete 
2017-12-15-18-27-46    UserID [6]    Transaction Complete 
2017-12-15-18-27-46    UserID [7]    Transaction Complete 
2017-12-15-18-27-46    UserID [34]    Transaction Complete 
2017-12-15-18-27-46    UserID [1]    Transaction Complete 
2017-12-15-18-27-46    UserID [11]    Transaction Complete 
2017-12-15-18-27-46    UserID [18]    Transaction Complete 
2017-12-15-18-27-46    UserID [17]    Transaction Complete 
2017-12-15-18-27-46    UserID [10]    Transaction Complete 
2017-12-15-18-27-46    UserID [30]    Transaction Complete 
2017-12-15-18-27-46    UserID [27]    Transaction Complete 
2017-12-15-18-27-46    UserID [3]    Transaction Complete 
2017-12-15-18-27-46    UserID [16]    Transaction Complete 
2017-12-15-18-27-46    UserID [13]    Transaction Complete 
2017-12-15-18-27-46    UserID [2]    Transaction Complete 
2017-12-15-18-27-46    UserID [37]    Transaction Complete 
2017-12-15-18-27-46    UserID [8]    Transaction Complete 
2017-12-15-18-27-46    UserID [23]    Transaction Complete 
2017-12-15-18-27-46    UserID [19]    Transaction Complete 
2017-12-15-18-27-46    UserID [24]    Transaction Complete 
2017-12-15-18-27-46    UserID [28]    Transaction Complete 
2017-12-15-18-27-46    UserID [35]    Transaction Complete 
2017-12-15-18-27-46    UserID [32]    Transaction Complete 
2017-12-15-18-27-46    UserID [21]    Transaction Complete 
2017-12-15-18-27-46    UserID [4]    Transaction Complete 
2017-12-15-18-27-46    UserID [33]    Transaction Complete 
2017-12-15-18-27-46    UserID [12]    Transaction Complete 
2017-12-15-18-27-46    UserID [38]    Transaction Complete 
2017-12-15-18-27-46    UserID [20]    Transaction Complete 
2017-12-15-18-27-46    UserID [5]    Transaction Complete 
2017-12-15-18-27-46    UserID [29]    Transaction Complete 
2017-12-15-18-27-46    UserID [36]    Transaction Complete 
2017-12-15-18-27-46    UserID [25]    Transaction Complete 
2017-12-15-18-27-46    UserID [1]    Transaction Complete 
2017-12-15-18-27-46    UserID [9]    Transaction Complete 
2017-12-15-18-27-46    UserID [0]    Transaction Complete 
2017-12-15-18-27-46    UserID [7]    Transaction Complete 
2017-12-15-18-27-46    UserID [39]    Transaction Complete 
2017-12-15-18-27-46    UserID [10]    Transaction Complete 
2017-12-15-18-27-46    UserID [26]    Transaction Complete 
2017-12-15-18-27-46    UserID [6]    Transaction Complete 
2017-12-15-18-27-46    UserID [40]    Transaction Complete 
2017-12-15-18-27-46    UserID [27]    Transaction Complete 
2017-12-15-18-27-46    UserID [18]    Transaction Complete 
2017-12-15-18-27-46    UserID [22]    Transaction Complete 
2017-12-15-18-27-46    UserID [17]    Transaction Complete 
2017-12-15-18-27-47    UserID [2]    Transaction Complete 
2017-12-15-18-27-47    UserID [11]    Transaction Complete 
2017-12-15-18-27-47    UserID [3]    Transaction Complete 
2017-12-15-18-27-47    UserID [31]    Transaction Complete 
2017-12-15-18-27-47    UserID [34]    Transaction Complete 
2017-12-15-18-27-47    UserID [15]    Transaction Complete 
2017-12-15-18-27-47    UserID [13]    Transaction Complete 
2017-12-15-18-27-47    UserID [23]    Transaction Complete 
2017-12-15-18-27-47    UserID [14]    Transaction Complete 
2017-12-15-18-27-47    UserID [19]    Transaction Complete 
2017-12-15-18-27-47    UserID [37]    Transaction Complete 
2017-12-15-18-27-47    UserID [12]    Transaction Complete 
2017-12-15-18-27-47    UserID [21]    Transaction Complete 
2017-12-15-18-27-47    UserID [28]    Transaction Complete 
2017-12-15-18-27-47    UserID [30]    Transaction Complete 
2017-12-15-18-27-47    UserID [25]    Transaction Complete 
2017-12-15-18-27-47    UserID [8]    Transaction Complete 
2017-12-15-18-27-47    UserID [17]    Transaction Complete 
2017-12-15-18-27-47    UserID [5]    Transaction Complete 
2017-12-15-18-27-47    UserID [33]    Transaction Complete 
2017-12-15-18-27-47    UserID [9]    Transaction Complete 
2017-12-15-18-27-47    UserID [24]    Transaction Complete 
2017-12-15-18-27-47    UserID [4]    Transaction Complete 
2017-12-15-18-27-47    UserID [35]    Transaction Complete 
2017-12-15-18-27-47    UserID [32]    Transaction Complete 
2017-12-15-18-27-47    UserID [39]    Transaction Complete 
2017-12-15-18-27-47    UserID [26]    Transaction Complete 
2017-12-15-18-27-47    UserID [38]    Transaction Complete 
2017-12-15-18-27-47    UserID [36]    Transaction Complete 
2017-12-15-18-27-47    UserID [18]    Transaction Complete 
2017-12-15-18-27-47    UserID [22]    Transaction Complete 
2017-12-15-18-27-47    UserID [20]    Transaction Complete 
2017-12-15-18-27-47    UserID [1]    Transaction Complete 
2017-12-15-18-27-47    UserID [7]    Transaction Complete 
2017-12-15-18-27-47    UserID [40]    Transaction Complete 
2017-12-15-18-27-47    UserID [15]    Transaction Complete 
2017-12-15-18-27-47    UserID [14]    Transaction Complete 
2017-12-15-18-27-47    UserID [2]    Transaction Complete 
2017-12-15-18-27-47    UserID [29]    Transaction Complete 
2017-12-15-18-27-47    UserID [31]    Transaction Complete 
2017-12-15-18-27-47    UserID [0]    Transaction Complete 
2017-12-15-18-27-47    UserID [10]    Transaction Complete 
2017-12-15-18-27-47    UserID [13]    Transaction Complete 
2017-12-15-18-27-47    UserID [27]    Transaction Complete 
2017-12-15-18-27-47    UserID [3]    Transaction Complete 
2017-12-15-18-27-47    UserID [12]    Transaction Complete 
2017-12-15-18-27-47    UserID [11]    Transaction Complete 
2017-12-15-18-27-48    UserID [19]    Transaction Complete 
2017-12-15-18-27-48    UserID [21]    Transaction Complete 
2017-12-15-18-27-48    UserID [34]    Transaction Complete 
2017-12-15-18-27-48    UserID [28]    Transaction Complete 
2017-12-15-18-27-48    UserID [17]    Transaction Complete 
2017-12-15-18-27-48    UserID [23]    Transaction Complete 
2017-12-15-18-27-48    UserID [37]    Transaction Complete 
2017-12-15-18-27-48    UserID [30]    Transaction Complete 
2017-12-15-18-27-48    UserID [8]    Transaction Complete 
2017-12-15-18-27-48    UserID [6]    Transaction Complete 
2017-12-15-18-27-48    UserID [18]    Transaction Complete 
2017-12-15-18-27-48    UserID [33]    Transaction Complete 
2017-12-15-18-27-48    UserID [16]    Transaction Complete 
2017-12-15-18-27-48    UserID [1]    Transaction Complete 
2017-12-15-18-27-48    UserID [15]    Transaction Complete 
2017-12-15-18-27-48    UserID [4]    Transaction Complete 
